uprn,struprn,bduk_recognised_premises,country,postcode,lot_id,lot_name,subsidy_control_status,current_gigabit,future_gigabit,local_authority_district_ons_code,local_authority_district_ons,region_ons_code,region_ons,bduk_gis,bduk_gis_contract_scope,bduk_gis_final_coverage_date,bduk_gis_contract_name,bduk_gis_supplier,bduk_vouchers,bduk_vouchers_contract_name,bduk_vouchers_supplier,bduk_superfast,bduk_superfast_contract_name,bduk_superfast_supplier,bduk_hubs,bduk_hubs_contract_name,bduk_hubs_supplier
1.0003E+11,str100030037736,TRUE,England,DE5 3ET,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030040922,TRUE,England,DE5 8PQ,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030045318,TRUE,England,DE5 9RT,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
2E+11,str200000391376,TRUE,England,DE5 9SP,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030045522,TRUE,England,DE5 9TB,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.00032E+11,str100032018817,TRUE,England,DE55 4HQ,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030011033,TRUE,England,DE56 0DP,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030021382,TRUE,England,DE56 2AF,3,Derbyshire,Gigabit Grey/Black,TRUE,TRUE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030037282,TRUE,England,NG16 4AB,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030045840,TRUE,England,DE5 3JA,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
10013424124,str10013424124,TRUE,England,DE5 8AG,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030006159,TRUE,England,DE55 4EQ,3,Derbyshire,Gigabit Grey/Black,TRUE,TRUE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030010814,TRUE,England,DE56 0HY,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
10013426423,str10013426423,TRUE,England,DE56 1GN,3,Derbyshire,Gigabit Grey/Black,TRUE,TRUE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030026822,TRUE,England,DE75 7BW,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
10094134607,str10094134607,TRUE,England,DE75 7RB,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
10013429471,str10013429471,TRUE,England,DE55 7QW,3,Derbyshire,Gigabit Grey/Black,TRUE,TRUE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
10000252848,str10000252848,TRUE,England,DE56 1LF,3,Derbyshire,Gigabit Grey/Black,TRUE,TRUE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030032480,TRUE,England,DE7 6BB,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030032407,TRUE,England,DE7 6DZ,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
10000254394,str10000254394,TRUE,England,NG16 4DB,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
2E+11,str200000388295,TRUE,England,DE5 3JX,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030000613,TRUE,England,DE55 7EX,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030003712,TRUE,England,DE55 7HP,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
2E+11,str200000384104,TRUE,England,DE56 0JQ,3,Derbyshire,Gigabit Grey/Black,TRUE,TRUE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
2E+11,str200000386933,TRUE,England,DE56 1SA,3,Derbyshire,Gigabit Grey/Black,TRUE,TRUE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030031792,TRUE,England,DE75 7EP,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030039635,TRUE,England,DE5 8RG,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030000117,TRUE,England,DE55 1LF,3,Derbyshire,Gigabit Grey/Black,TRUE,TRUE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030019377,TRUE,England,DE56 0SY,3,Derbyshire,Gigabit Grey/Black,TRUE,TRUE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030011485,TRUE,England,DE56 1TY,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030022901,TRUE,England,DE56 4GW,3,Derbyshire,Gigabit Grey/Black,TRUE,TRUE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030031811,TRUE,England,DE75 7LQ,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
10094137686,str10094137686,TRUE,England,DE75 7NT,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
10094137431,str10094137431,TRUE,England,DE75 7WT,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
2E+11,str200000386087,TRUE,England,DE5 3PJ,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030043493,TRUE,England,DE5 9RH,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030019723,TRUE,England,DE56 0TR,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030032859,TRUE,England,DE7 6DY,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030028042,TRUE,England,DE75 7JE,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030041866,TRUE,England,DE5 3PP,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
10013421932,str10013421932,TRUE,England,DE55 1LY,3,Derbyshire,Gigabit Grey/Black,TRUE,TRUE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030001443,TRUE,England,DE55 4AA,3,Derbyshire,Gigabit Grey/Black,TRUE,TRUE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030026732,TRUE,England,DE75 7GA,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030028863,TRUE,England,DE75 7PL,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030008929,TRUE,England,DE55 1DL,3,Derbyshire,Gigabit Grey/Black,TRUE,TRUE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030000322,TRUE,England,DE55 7EB,3,Derbyshire,Gigabit Grey/Black,TRUE,TRUE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030005353,TRUE,England,DE55 7PD,3,Derbyshire,Gigabit Grey/Black,TRUE,TRUE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
10013427660,str10013427660,TRUE,England,DE55 7PR,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030020882,TRUE,England,DE56 0HW,3,Derbyshire,Gigabit Grey/Black,TRUE,TRUE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030011488,TRUE,England,DE56 1TY,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030041921,TRUE,England,DE5 9SG,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030023043,TRUE,England,DE56 1EE,3,Derbyshire,Gigabit Grey/Black,TRUE,TRUE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
10009839753,str10009839753,TRUE,England,DE56 2LE,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030029518,TRUE,England,DE75 7EQ,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030041750,TRUE,England,DE5 9QR,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
10013427635,str10013427635,TRUE,England,DE55 7QN,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030022101,TRUE,England,DE56 0EL,3,Derbyshire,Gigabit Grey/Black,TRUE,TRUE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030017385,TRUE,England,DE56 0RJ,3,Derbyshire,Gigabit Grey/Black,TRUE,TRUE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030016191,TRUE,England,DE56 1WA,3,Derbyshire,Gigabit Grey/Black,TRUE,TRUE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
10094136831,str10094136831,TRUE,England,DE56 2ND,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030027891,TRUE,England,DE75 7JA,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030038247,TRUE,England,DE5 3GF,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030042339,TRUE,England,DE5 3PE,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030030788,TRUE,England,DE75 7DE,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
10009830356,str10009830356,TRUE,England,DE75 7JS,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030029644,TRUE,England,DE75 7RX,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030042980,TRUE,England,DE5 3EP,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
10000252973,str10000252973,TRUE,England,DE55 1EH,3,Derbyshire,Gigabit Grey/Black,TRUE,TRUE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
10013427653,str10013427653,TRUE,England,DE55 7PZ,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030012358,TRUE,England,DE56 2BY,3,Derbyshire,Gigabit Grey/Black,TRUE,TRUE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030029751,TRUE,England,DE75 7JZ,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
10013429221,str10013429221,TRUE,England,DE22 4PN,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030003538,TRUE,England,DE55 7HA,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030035914,TRUE,England,NG16 4DH,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030035021,TRUE,England,NG16 4ET,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030042397,TRUE,England,DE5 3BJ,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
2E+11,str200000387942,TRUE,England,DE5 3DJ,3,Derbyshire,Gigabit Grey/Black,TRUE,TRUE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030043948,TRUE,England,DE5 3EF,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030045704,TRUE,England,DE5 8JB,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030017093,TRUE,England,DE56 1NH,3,Derbyshire,Gigabit Grey/Black,TRUE,TRUE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030030511,TRUE,England,DE75 7PR,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.00032E+11,str100032102192,TRUE,England,NG16 4BD,3,Derbyshire,Gigabit Grey/Black,TRUE,TRUE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030046111,TRUE,England,DE5 3JS,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
10013420730,str10013420730,TRUE,England,DE5 3UQ,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030046210,TRUE,England,DE5 9RQ,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030009554,TRUE,England,DE55 1SD,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030001997,TRUE,England,DE55 4DT,3,Derbyshire,Gigabit Grey/Black,TRUE,TRUE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030004475,TRUE,England,DE55 4HD,3,Derbyshire,Gigabit Grey/Black,TRUE,TRUE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
10013421027,str10013421027,TRUE,England,DE56 1AN,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
10000255338,str10000255338,TRUE,England,DE7 6AR,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030030786,TRUE,England,DE75 7DE,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030006420,TRUE,England,DE55 7HL,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
10094137987,str10094137987,TRUE,England,DE55 7SQ,3,Derbyshire,Gigabit Grey/Black,TRUE,TRUE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030017996,TRUE,England,DE56 1PL,3,Derbyshire,Gigabit Grey/Black,TRUE,TRUE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
10013421188,str10013421188,TRUE,England,DE56 2AZ,3,Derbyshire,Gigabit Grey/Black,TRUE,TRUE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
10013428724,str10013428724,TRUE,England,DE4 5PF,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030001549,TRUE,England,DE55 4JD,3,Derbyshire,Gigabit Grey/Black,TRUE,TRUE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030023387,TRUE,England,DE56 0PL,3,Derbyshire,Gigabit Grey/Black,TRUE,TRUE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030015603,TRUE,England,DE56 0PN,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
10094138592,str10094138592,TRUE,England,DE7 6PH,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030025750,TRUE,England,DE75 7HG,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030025849,TRUE,England,DE75 7TH,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030032016,TRUE,England,DE75 7TS,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030045604,TRUE,England,DE5 9TA,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030001063,TRUE,England,DE55 7HB,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030001054,TRUE,England,DE55 7QB,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
10094134733,str10094134733,TRUE,England,DE55 7QY,3,Derbyshire,Gigabit Grey/Black,TRUE,TRUE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030015280,TRUE,England,DE56 4GJ,3,Derbyshire,Gigabit Grey/Black,TRUE,TRUE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
10013426073,str10013426073,TRUE,England,DE7 6JD,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030007800,TRUE,England,DE55 4NB,3,Derbyshire,Gigabit Grey/Black,TRUE,TRUE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030003263,TRUE,England,DE55 7FB,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030011759,TRUE,England,DE56 0SX,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030027327,TRUE,England,DE75 7RN,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030039894,TRUE,England,DE5 9SP,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030012837,TRUE,England,DE56 0UJ,3,Derbyshire,Gigabit Grey/Black,TRUE,TRUE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.00032E+11,str100032238489,TRUE,England,DE75 7QL,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
2E+11,str200000382930,TRUE,England,DE75 7QR,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
10013422133,str10013422133,TRUE,England,DE5 9AD,3,Derbyshire,Gigabit Grey/Black,TRUE,TRUE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
2E+11,str200000389239,TRUE,England,DE55 1RH,3,Derbyshire,Gigabit Grey/Black,TRUE,TRUE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
10013422045,str10013422045,TRUE,England,DE55 7DP,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
1.0003E+11,str100030009095,TRUE,England,DE55 7GB,3,Derbyshire,Gigabit Grey/Black,TRUE,FALSE,E07000032,Amber Valley,E12000004,East Midlands,FALSE,,,,,FALSE,,,FALSE,,,FALSE,,
